,MAP_ID,stationame,month_beginning,avg_weekday_rides,avg_saturday_rides,avg_sunday-holiday_rides,monthtotal,RED,BLUE,G,BRN,P,Y,Pnk,O,Location
0,40900,Howard,01/01/2001,6233.9,3814.5,2408.6,164447,True,False,False,False,False,False,False,False,"(42.019063, -87.672892)"
1,41190,Jarvis,01/01/2001,1489.1,1054.0,718.0,40567,True,False,False,False,False,False,False,False,"(42.015876, -87.669092)"
2,40100,Morse,01/01/2001,4412.5,3064.5,2087.8,119772,True,False,False,False,False,False,False,False,"(42.008362, -87.665909)"
3,41300,Loyola,01/01/2001,4664.5,3156.0,1952.8,125008,True,False,False,False,False,False,False,False,"(42.001073, -87.661061)"
4,40760,Granville,01/01/2001,3109.8,2126.0,1453.8,84189,True,False,False,False,False,False,False,False,"(41.993664, -87.659202)"
5,40880,Thorndale,01/01/2001,2977.7,1840.3,1262.6,79184,True,False,False,False,False,False,False,False,"(41.990259, -87.659076)"
6,41380,Bryn Mawr,01/01/2001,4425.4,2708.3,1881.2,117597,True,False,False,False,False,False,False,False,"(41.983504, -87.65884)"
7,40340,Berwyn,01/01/2001,3329.6,2050.8,1445.6,88683,True,False,False,False,False,False,False,False,"(41.977984, -87.658668)"
8,41200,Argyle,01/01/2001,2745.5,1874.5,1268.2,74240,True,False,False,False,False,False,False,False,"(41.973453, -87.65853)"
9,40770,Lawrence,01/01/2001,2689.6,1869.0,1227.8,72786,True,False,False,False,False,False,False,False,"(41.969139, -87.658493)"
10,40540,Wilson,01/01/2001,4968.1,3069.0,1903.8,131094,True,False,False,False,False,False,False,False,"(41.964273, -87.657588)"
11,40080,Sheridan,01/01/2001,4455.9,2625.8,1685.2,116958,True,False,False,False,False,False,False,False,"(41.953775, -87.654929)"
12,41420,Addison-North Main,01/01/2001,4805.5,2893.5,1900.2,126797,True,False,False,False,False,False,False,False,"(41.947428, -87.653626)"
13,41320,Belmont-North Main,01/01/2001,9075.5,6860.5,4241.4,248310,False,False,False,True,False,False,False,False,"(41.939751, -87.65338)"
14,41220,Fullerton,01/01/2001,10121.0,5239.8,3116.2,259203,True,False,False,False,False,False,False,False,"(41.925051, -87.652866)"
15,40650,North/Clybourn,01/01/2001,3525.6,2674.5,1772.8,97126,True,False,False,False,False,False,False,False,"(41.910655, -87.649177)"
16,40630,Clark/Division,01/01/2001,6501.5,4726.5,3209.0,177985,True,False,False,False,False,False,False,False,"(41.90392, -87.631412)"
17,41450,Chicago/State,01/01/2001,12311.0,9184.3,5658.6,335872,True,False,False,False,False,False,False,False,"(41.896671, -87.628176)"
18,40330,Grand/State,01/01/2001,8378.5,5428.0,3504.8,223562,True,False,False,False,False,False,False,False,"(41.891665, -87.628021)"
19,41660,Lake/State,01/01/2001,13360.8,5721.8,3575.8,334704,True,False,False,False,False,False,False,False,"(41.884809, -87.627813)"
20,40500,Washington/State,01/01/2001,6805.1,2730.5,1386.6,167567,,,,,,,,,
21,41090,Monroe/State,01/01/2001,7123.0,2439.3,1269.2,172809,True,False,False,False,False,False,False,False,"(41.880745, -87.627696)"
22,40560,Jackson/State,01/01/2001,11340.2,3649.0,1877.6,273468,True,False,False,False,False,False,False,False,"(41.878153, -87.627596)"
23,41490,Harrison,01/01/2001,2384.7,1208.3,715.4,60874,True,False,False,False,False,False,False,False,"(41.874039, -87.627479)"
24,41400,Roosevelt,01/01/2001,5510.8,3170.3,2052.0,144179,False,False,True,False,False,False,False,True,"(41.867405, -87.62659)"
25,41000,Cermak-Chinatown,01/01/2001,2396.3,2349.8,2066.6,72450,True,False,False,False,False,False,False,False,"(41.853206, -87.630968)"
26,40190,Sox-35th-Dan Ryan,01/01/2001,3431.9,2124.3,1491.6,91457,True,False,False,False,False,False,False,False,"(41.831191, -87.630636)"
27,41230,47th-Dan Ryan,01/01/2001,2297.6,1594.3,1121.2,62530,True,False,False,False,False,False,False,False,"(41.810318, -87.63094)"
28,41170,Garfield-Dan Ryan,01/01/2001,4510.2,3181.5,1879.4,121347,True,False,False,False,False,False,False,False,"(41.79542, -87.631157)"
29,40910,63rd-Dan Ryan,01/01/2001,3631.5,2414.8,1817.8,98640,True,False,False,False,False,False,False,False,"(41.780536, -87.630952)"
30,40990,69th,01/01/2001,6818.6,4519.8,2901.0,182594,True,False,False,False,False,False,False,False,"(41.768367, -87.625724)"
31,40240,79th,01/01/2001,7406.7,4689.5,3187.6,197643,True,False,False,False,False,False,False,False,"(41.750419, -87.625112)"
32,41430,87th,01/01/2001,5341.1,3239.3,2031.6,140619,True,False,False,False,False,False,False,False,"(41.735372, -87.624717)"
33,40450,95th/Dan Ryan,01/01/2001,14162.6,7472.8,4914.4,366040,True,False,False,False,False,False,False,False,"(41.722377, -87.624342)"
34,41050,Linden,01/01/2001,1075.2,413.3,219.8,26407,False,False,False,False,True,False,False,False,"(42.073153, -87.69073)"
35,41250,Central-Evanston,01/01/2001,942.6,449.8,242.4,23749,False,False,False,False,True,False,False,False,"(42.063987, -87.685617)"
36,40400,Noyes,01/01/2001,552.4,404.3,184.0,14689,False,False,False,False,True,False,False,False,"(42.058282, -87.683337)"
37,40520,Foster,01/01/2001,687.9,424.0,221.4,17937,False,False,False,False,True,False,False,False,"(42.05416, -87.68356)"
38,40050,Davis,01/01/2001,3564.8,2541.5,1313.8,95161,False,False,False,False,True,False,False,False,"(42.04771, -87.683543)"
39,40690,Dempster,01/01/2001,649.0,415.8,260.6,17244,False,False,False,False,True,False,False,False,"(42.041655, -87.681602)"
40,40270,Main,01/01/2001,1213.0,664.0,355.4,31118,False,False,False,False,True,False,False,False,"(42.033456, -87.679538)"
41,40840,South Boulevard,01/01/2001,851.1,411.3,225.2,21495,False,False,False,False,True,False,False,False,"(42.027612, -87.678329)"
42,40140,Skokie,01/01/2001,2521.5,0.0,0.0,55472,False,False,False,False,False,True,False,False,"(42.038951, -87.751919)"
43,40890,O'Hare Airport,01/01/2001,7907.7,5913.3,6097.8,228112,False,True,False,False,False,False,False,False,"(41.97766526, -87.90422307)"
44,40820,Rosemont,01/01/2001,5162.3,1866.0,1108.8,126579,False,True,False,False,False,False,False,False,"(41.983507, -87.859388)"
45,40230,Cumberland,01/01/2001,4729.2,1516.3,989.4,115054,False,True,False,False,False,False,False,False,"(41.984246, -87.838028)"
46,40750,Harlem-O'Hare,01/01/2001,2657.0,1015.8,603.6,65534,False,True,False,False,False,False,False,False,"(41.98227, -87.8089)"
47,41280,Jefferson Park,01/01/2001,6619.0,2717.5,1754.0,165259,False,True,False,False,False,False,False,False,"(41.970634, -87.760892)"
48,41330,Montrose-O'Hare,01/01/2001,1903.1,722.0,473.2,47122,False,True,False,False,False,False,False,False,"(41.961539, -87.743574)"
49,40550,Irving Park-O'Hare,01/01/2001,3724.1,1671.5,1079.4,94013,False,True,False,False,False,False,False,False,"(41.952925, -87.729229)"
50,41240,Addison-O'Hare,01/01/2001,2391.0,790.0,472.4,58124,False,True,False,False,False,False,False,False,"(41.94738, -87.71906)"
51,40060,Belmont-O'Hare,01/01/2001,4548.6,2275.5,1528.0,116812,False,True,False,False,False,False,False,False,"(41.938132, -87.712359)"
52,41020,Logan Square,01/01/2001,4631.6,2231.0,1396.8,117803,False,True,False,False,False,False,False,False,"(41.929728, -87.708541)"
53,40570,California/Milwaukee,01/01/2001,2838.6,1406.8,819.8,72176,False,True,False,False,False,False,False,False,"(41.921939, -87.69689)"
54,40670,Western/Milwaukee,01/01/2001,2875.5,1293.0,792.6,72395,False,True,False,False,False,False,False,False,"(41.916157, -87.687364)"
55,40590,Damen/Milwaukee,01/01/2001,4115.9,1846.0,1134.0,103604,False,True,False,False,False,False,False,False,"(41.909744, -87.677437)"
56,40320,Division/Milwaukee,01/01/2001,4362.0,1952.3,1225.4,109899,False,True,False,False,False,False,False,False,"(41.903355, -87.666496)"
57,41410,Chicago/Milwaukee,01/01/2001,2109.8,662.0,376.2,50945,False,True,False,False,False,False,False,False,"(41.896075, -87.655214)"
58,40490,Grand/Milwaukee,01/01/2001,1138.0,499.5,294.4,28505,False,True,False,False,False,False,False,False,"(41.891189, -87.647578)"
59,40370,Washington/Dearborn,01/01/2001,8579.6,2215.5,1201.2,203619,False,True,False,False,False,False,False,False,"(41.883164, -87.62944)"
60,40790,Monroe/Dearborn,01/01/2001,5668.0,1041.8,540.8,131567,False,True,False,False,False,False,False,False,"(41.880703, -87.629378)"
61,40070,Jackson/Dearborn,01/01/2001,7105.5,1856.0,926.6,168377,False,True,False,False,False,False,False,False,"(41.878183, -87.629296)"
62,41340,LaSalle,01/01/2001,2152.5,342.3,183.8,49643,False,True,False,False,False,False,False,False,"(41.875568, -87.631722)"
63,40430,Clinton-Forest Park,01/01/2001,2360.9,790.5,603.2,58118,False,True,False,False,False,False,False,False,"(41.875539, -87.640984)"
64,40350,UIC-Halsted,01/01/2001,4018.3,886.5,481.8,94358,False,True,False,False,False,False,False,False,"(41.875474, -87.649707)"
65,40470,Racine,01/01/2001,2136.3,805.5,372.8,52085,False,True,False,False,False,False,False,False,"(41.87592, -87.659458)"
66,40810,Medical Center,01/01/2001,1919.1,1016.8,633.8,49457,False,True,False,False,False,False,False,False,"(41.875706, -87.673932)"
67,40220,Western-Forest Park,01/01/2001,937.5,664.3,387.6,25221,False,True,False,False,False,False,False,False,"(41.875478, -87.688436)"
68,40250,Kedzie-Homan-Forest Park,01/01/2001,1257.9,841.8,537.6,33728,False,True,False,False,False,False,False,False,"(41.874341, -87.70604)"
69,40920,Pulaski-Forest Park,01/01/2001,1187.7,870.3,574.8,32484,False,True,False,False,False,False,False,False,"(41.873797, -87.725663)"
70,40970,Cicero-Forest Park,01/01/2001,1004.0,742.0,459.2,27352,False,True,False,False,False,False,False,False,"(41.871574, -87.745154)"
71,40010,Austin-Forest Park,01/01/2001,1480.8,661.5,394.0,37193,False,True,False,False,False,False,False,False,"(41.870851, -87.776812)"
72,40180,Oak Park-Forest Park,01/01/2001,1384.1,397.5,210.2,33092,False,True,False,False,False,False,False,False,"(41.872108, -87.791602)"
73,40980,Harlem-Forest Park,01/01/2001,785.7,377.0,233.4,19961,False,True,False,False,False,False,False,False,"(41.87349, -87.806961)"
74,40390,Forest Park,01/01/2001,3516.4,1220.5,736.8,85926,False,True,False,False,False,False,False,False,"(41.874257, -87.817318)"
75,41030,Polk,01/01/2001,2379.7,7.3,0.0,52383,False,False,False,False,False,False,True,False,"(41.871551, -87.66953)"
76,40830,18th,01/01/2001,967.3,5.0,0.0,21301,False,False,False,False,False,False,True,False,"(41.857908, -87.669147)"
77,40210,Damen-Cermak,01/01/2001,657.9,0.8,0.0,14477,False,False,False,False,False,False,True,False,"(41.854517, -87.675975)"
78,40740,Western-Cermak,01/01/2001,523.9,1.3,0.0,11530,False,False,False,False,False,False,True,False,"(41.854225, -87.685129)"
79,40440,California-Cermak,01/01/2001,779.7,1.0,0.0,17157,False,False,False,False,False,False,True,False,"(41.854109, -87.694774)"
80,41040,Kedzie-Cermak,01/01/2001,444.9,0.3,0.0,9789,False,False,False,False,False,False,True,False,"(41.853964, -87.705408)"
81,40780,Central Park,01/01/2001,453.0,2.3,0.0,9974,False,False,False,False,False,False,True,False,"(41.853839, -87.714842)"
82,40150,Pulaski-Cermak,01/01/2001,459.3,2.3,0.0,10114,False,False,False,False,False,False,True,False,"(41.853732, -87.724311)"
83,40600,Kostner,01/01/2001,303.2,0.5,0.0,6673,False,False,False,False,False,False,True,False,"(41.853751, -87.733258)"
84,40420,Cicero-Cermak,01/01/2001,845.6,4.5,0.0,18621,False,False,False,False,False,False,True,False,"(41.85182, -87.745336)"
85,40580,54th/Cermak,01/01/2001,1547.3,4.0,0.0,34057,False,False,False,False,False,False,True,False,"(41.85177331, -87.75669201)"
86,40020,Harlem-Lake,01/01/2001,3269.7,1637.0,825.6,82609,False,False,True,False,False,False,False,False,"(41.886848, -87.803176)"
87,41350,Oak Park-Lake,01/01/2001,1362.5,480.8,285.8,33326,False,False,True,False,False,False,False,False,"(41.886988, -87.793783)"
88,40610,Ridgeland,01/01/2001,1247.2,369.3,184.2,29837,False,False,True,False,False,False,False,False,"(41.887159, -87.783661)"
89,41260,Austin-Lake,01/01/2001,1972.5,927.8,513.2,49673,False,False,True,False,False,False,False,False,"(41.887293, -87.774135)"
90,40280,Central-Lake,01/01/2001,2224.3,1295.5,786.0,58047,False,False,True,False,False,False,False,False,"(41.887389, -87.76565)"
91,40700,Laramie,01/01/2001,1296.8,659.5,373.8,33036,False,False,True,False,False,False,False,False,"(41.887163, -87.754986)"
92,40480,Cicero-Lake,01/01/2001,1291.3,712.8,463.2,33576,False,False,True,False,False,False,False,False,"(41.886519, -87.744698)"
93,40030,Pulaski-Lake,01/01/2001,1509.8,884.3,561.0,39558,False,False,True,False,False,False,False,False,"(41.885412, -87.725404)"
94,41070,Kedzie-Lake,01/01/2001,1168.9,626.0,404.0,30240,False,False,True,False,False,False,False,False,"(41.884321, -87.706155)"
95,41360,California-Lake,01/01/2001,756.8,380.8,255.4,19449,False,False,True,False,False,False,False,False,"(41.88422, -87.696234)"
96,40170,Ashland-Lake,01/01/2001,1408.4,538.5,330.2,34790,False,False,True,False,False,False,True,False,"(41.885269, -87.666969)"
97,41160,Clinton-Lake,01/01/2001,1816.0,405.8,253.0,42841,False,False,True,False,False,False,True,False,"(41.885678, -87.641782)"
98,41120,35-Bronzeville-IIT,01/01/2001,1743.8,912.5,576.0,44893,False,False,True,False,False,False,False,False,"(41.831677, -87.625826)"
99,40300,Indiana,01/01/2001,568.8,317.5,224.8,14908,False,False,True,False,False,False,False,False,"(41.821732, -87.621371)"
100,41270,43rd,01/01/2001,764.4,430.0,267.0,19871,False,False,True,False,False,False,False,False,"(41.816462, -87.619021)"
101,41080,47th-South Elevated,01/01/2001,1242.1,789.3,468.4,32826,False,False,True,False,False,False,False,False,"(41.809209, -87.618826)"
102,40130,51st,01/01/2001,1116.7,700.0,448.4,29609,False,False,True,False,False,False,False,False,"(41.80209, -87.618487)"
103,40510,Garfield-South Elevated,01/01/2001,720.8,495.0,304.2,19359,False,False,True,False,False,False,False,False,"(41.795172, -87.618327)"
104,41140,King Drive,01/01/2001,697.8,396.0,220.8,18039,False,False,True,False,False,False,False,False,"(41.78013, -87.615546)"
105,40720,East 63rd-Cottage Grove,01/01/2001,1400.0,716.8,460.4,35969,False,False,True,False,False,False,False,False,"(41.780309, -87.605857)"
106,40940,Halsted/63rd,01/01/2001,707.6,461.5,271.2,18770,False,False,True,False,False,False,False,False,"(41.778943, -87.644244)"
107,40290,Ashland/63rd,01/01/2001,1774.4,927.3,648.6,45989,False,False,True,False,False,False,False,False,"(41.77886, -87.663766)"
108,41290,Kimball,01/01/2001,4022.5,2128.8,1110.6,102564,False,False,False,True,False,False,False,False,"(41.967901, -87.713065)"
109,41180,Kedzie-Brown,01/01/2001,1444.7,902.8,554.8,38169,False,False,False,True,False,False,False,False,"(41.965996, -87.708821)"
110,40870,Francisco,01/01/2001,1085.5,459.0,235.4,26893,False,False,False,True,False,False,False,False,"(41.966046, -87.701644)"
111,41010,Rockwell,01/01/2001,1267.0,512.8,295.8,31403,False,False,False,True,False,False,False,False,"(41.966115, -87.6941)"
112,41480,Western-Brown,01/01/2001,3421.9,1631.5,902.8,86321,False,False,False,True,False,False,False,False,"(41.966163, -87.688502)"
113,40090,Damen-Brown,01/01/2001,2083.4,1030.5,536.2,52637,False,False,False,True,False,False,False,False,"(41.966286, -87.678639)"
114,41500,Montrose-Brown,01/01/2001,2016.1,910.8,489.6,50446,False,False,False,True,False,False,False,False,"(41.961756, -87.675047)"
115,41460,Irving Park-Brown,01/01/2001,2315.0,932.5,471.8,57018,False,False,False,True,False,False,False,False,"(41.954521, -87.674868)"
116,41440,Addison-Brown,01/01/2001,1794.9,637.8,291.0,43494,False,False,False,True,False,False,False,False,"(41.947028, -87.674642)"
117,41310,Paulina,01/01/2001,2030.4,943.3,495.4,50919,False,False,False,True,False,False,False,False,"(41.943623, -87.670907)"
118,40360,Southport,01/01/2001,2668.3,991.0,520.0,65267,False,False,False,True,False,False,False,False,"(41.943744, -87.663619)"
119,41210,Wellington,01/01/2001,2539.9,759.8,378.8,60810,False,False,False,True,False,False,False,False,"(41.936033, -87.653266)"
120,40530,Diversey,01/01/2001,4286.0,1883.5,867.2,106162,False,False,False,True,False,False,False,False,"(41.932732, -87.653131)"
121,40660,Armitage,01/01/2001,3338.0,1060.5,484.8,80102,False,False,False,True,False,False,False,False,"(41.918217, -87.652644)"
122,40800,Sedgwick,01/01/2001,2132.2,963.3,498.8,53255,False,False,False,True,False,False,False,False,"(41.910409, -87.639302)"
123,40710,Chicago/Franklin,01/01/2001,4052.4,1354.0,550.8,97322,False,False,False,True,False,False,False,False,"(41.89681, -87.635924)"
124,40460,Merchandise Mart,01/01/2001,6107.6,1022.3,347.6,140195,False,False,False,True,False,False,False,False,"(41.888969, -87.633924)"
125,40930,Midway Airport,01/01/2001,7579.6,2506.0,1915.6,186353,False,False,False,False,False,False,False,True,"(41.78661, -87.737875)"
126,40960,Pulaski-Orange,01/01/2001,5021.7,1257.8,605.6,118537,False,False,False,False,False,False,False,True,"(41.799756, -87.724493)"
127,41150,Kedzie-Midway,01/01/2001,2907.8,1150.0,583.4,71488,False,False,False,False,False,False,False,True,"(41.804236, -87.704406)"
128,40310,Western-Orange,01/01/2001,3216.8,1051.3,552.6,77738,False,False,False,False,False,False,False,True,"(41.804546, -87.684019)"
129,40120,35th/Archer,01/01/2001,2034.3,640.8,343.4,49035,False,False,False,False,False,False,False,True,"(41.829353, -87.680622)"
130,41060,Ashland-Orange,01/01/2001,1280.0,553.5,304.0,31895,False,False,False,False,False,False,False,True,"(41.839234, -87.665317)"
131,41130,Halsted-Orange,01/01/2001,2385.1,679.3,357.4,56976,False,False,False,False,False,False,False,True,"(41.84678, -87.648088)"
132,40730,Washington/Wells,01/01/2001,7217.2,718.3,303.0,163166,False,False,False,False,False,False,True,True,"(41.882695, -87.63378)"
133,40040,Quincy/Wells,01/01/2001,7928.3,895.8,431.0,180161,False,False,False,False,False,False,True,True,"(41.878723, -87.63374)"
134,40160,LaSalle/Van Buren,01/01/2001,3638.3,300.0,123.4,81860,False,False,False,True,False,False,False,False,"(41.8768, -87.631739)"
135,40850,Library,01/01/2001,2391.6,701.8,248.0,56662,False,False,False,True,False,False,False,False,"(41.876862, -87.628196)"
136,40680,Adams/Wabash,01/01/2001,6918.8,2206.0,978.2,165928,False,False,True,False,False,False,True,True,"(41.879507, -87.626037)"
137,40640,Madison/Wabash,01/01/2001,3693.4,1200.0,388.0,87994,,,,,,,,,
138,40200,Randolph/Wabash,01/01/2001,5544.6,1913.0,896.4,134115,,,,,,,,,
139,40260,State/Lake,01/01/2001,8352.5,3808.5,2390.8,210942,False,False,True,True,False,False,False,False,"(41.88574, -87.627835)"
140,40380,Clark/Lake,01/01/2001,15174.9,2356.3,1363.4,350089,False,False,True,False,False,False,True,True,"(41.885737, -87.630886)"
141,40900,Howard,02/01/2001,6389.5,3761.0,2534.3,152971,True,False,False,False,False,False,False,False,"(42.019063, -87.672892)"
142,41190,Jarvis,02/01/2001,1510.5,1079.3,756.5,37553,True,False,False,False,False,False,False,False,"(42.015876, -87.669092)"
143,40100,Morse,02/01/2001,4478.1,2999.8,2155.8,110184,True,False,False,False,False,False,False,False,"(42.008362, -87.665909)"
144,41300,Loyola,02/01/2001,5010.0,3339.8,2143.0,122130,True,False,False,False,False,False,False,False,"(42.001073, -87.661061)"
145,40760,Granville,02/01/2001,3288.7,2210.3,1601.8,81022,True,False,False,False,False,False,False,False,"(41.993664, -87.659202)"
146,40880,Thorndale,02/01/2001,3099.1,1866.0,1343.8,74821,True,False,False,False,False,False,False,False,"(41.990259, -87.659076)"
147,41380,Bryn Mawr,02/01/2001,4547.2,2706.8,1997.8,109762,True,False,False,False,False,False,False,False,"(41.983504, -87.65884)"
148,40340,Berwyn,02/01/2001,3420.1,2073.8,1564.3,82954,True,False,False,False,False,False,False,False,"(41.977984, -87.658668)"
149,41200,Argyle,02/01/2001,2775.0,1764.3,1311.0,67801,True,False,False,False,False,False,False,False,"(41.973453, -87.65853)"
150,40770,Lawrence,02/01/2001,2742.4,1864.0,1386.3,67848,True,False,False,False,False,False,False,False,"(41.969139, -87.658493)"
151,40540,Wilson,02/01/2001,5368.7,3341.3,2085.0,129078,True,False,False,False,False,False,False,False,"(41.964273, -87.657588)"
152,40080,Sheridan,02/01/2001,4518.0,2572.3,1784.8,107787,True,False,False,False,False,False,False,False,"(41.953775, -87.654929)"
153,41420,Addison-North Main,02/01/2001,4992.7,2905.5,1965.0,119335,True,False,False,False,False,False,False,False,"(41.947428, -87.653626)"
154,41320,Belmont-North Main,02/01/2001,9317.7,6584.5,4737.8,231643,False,False,False,True,False,False,False,False,"(41.939751, -87.65338)"
155,41220,Fullerton,02/01/2001,10417.9,5102.0,3505.3,242787,True,False,False,False,False,False,False,False,"(41.925051, -87.652866)"
156,40650,North/Clybourn,02/01/2001,3576.6,2561.0,1915.8,89439,True,False,False,False,False,False,False,False,"(41.910655, -87.649177)"
157,40630,Clark/Division,02/01/2001,6703.9,4672.8,3485.8,166712,True,False,False,False,False,False,False,False,"(41.90392, -87.631412)"
158,41450,Chicago/State,02/01/2001,12516.1,8718.3,6122.5,309684,True,False,False,False,False,False,False,False,"(41.896671, -87.628176)"
159,40330,Grand/State,02/01/2001,8246.9,5431.0,3910.8,202304,True,False,False,False,False,False,False,False,"(41.891665, -87.628021)"
160,41660,Lake/State,02/01/2001,13598.5,5792.3,3971.0,311022,True,False,False,False,False,False,False,False,"(41.884809, -87.627813)"
161,40500,Washington/State,02/01/2001,6979.9,2758.0,1540.0,156790,,,,,,,,,
162,41090,Monroe/State,02/01/2001,7399.0,2665.0,1488.5,164594,True,False,False,False,False,False,False,False,"(41.880745, -87.627696)"
163,40560,Jackson/State,02/01/2001,11756.0,3877.3,2125.8,259132,True,False,False,False,False,False,False,False,"(41.878153, -87.627596)"
164,41490,Harrison,02/01/2001,2645.3,1287.0,775.8,61156,True,False,False,False,False,False,False,False,"(41.874039, -87.627479)"
165,41400,Roosevelt,02/01/2001,5766.3,3365.8,2268.3,137861,False,False,True,False,False,False,False,True,"(41.867405, -87.62659)"
166,41000,Cermak-Chinatown,02/01/2001,2553.9,2574.0,2002.0,69382,True,False,False,False,False,False,False,False,"(41.853206, -87.630968)"
167,40190,Sox-35th-Dan Ryan,02/01/2001,3588.6,2165.0,1604.8,86850,True,False,False,False,False,False,False,False,"(41.831191, -87.630636)"
168,41230,47th-Dan Ryan,02/01/2001,2400.7,1603.3,1197.3,59216,True,False,False,False,False,False,False,False,"(41.810318, -87.63094)"
169,41170,Garfield-Dan Ryan,02/01/2001,4587.7,3002.8,2019.3,111842,True,False,False,False,False,False,False,False,"(41.79542, -87.631157)"
170,40910,63rd-Dan Ryan,02/01/2001,3586.3,2416.5,1950.5,89194,True,False,False,False,False,False,False,False,"(41.780536, -87.630952)"
171,40990,69th,02/01/2001,6869.5,4392.8,2994.0,166937,True,False,False,False,False,False,False,False,"(41.768367, -87.625724)"
172,40240,79th,02/01/2001,7489.3,4700.0,3330.3,181907,True,False,False,False,False,False,False,False,"(41.750419, -87.625112)"
173,41430,87th,02/01/2001,5454.7,3301.5,2206.3,131125,True,False,False,False,False,False,False,False,"(41.735372, -87.624717)"
174,40450,95th/Dan Ryan,02/01/2001,14445.6,7166.5,5282.8,338708,True,False,False,False,False,False,False,False,"(41.722377, -87.624342)"
175,41050,Linden,02/01/2001,1095.9,411.8,252.3,24573,False,False,False,False,True,False,False,False,"(42.073153, -87.69073)"
176,41250,Central-Evanston,02/01/2001,955.2,501.3,269.3,22185,False,False,False,False,True,False,False,False,"(42.063987, -87.685617)"
177,40400,Noyes,02/01/2001,593.2,431.0,215.3,14449,False,False,False,False,True,False,False,False,"(42.058282, -87.683337)"
178,40520,Foster,02/01/2001,708.9,387.5,240.3,16688,False,False,False,False,True,False,False,False,"(42.05416, -87.68356)"
179,40050,Davis,02/01/2001,3528.9,2515.3,1442.8,86409,False,False,False,False,True,False,False,False,"(42.04771, -87.683543)"
180,40690,Dempster,02/01/2001,673.7,415.8,278.3,16249,False,False,False,False,True,False,False,False,"(42.041655, -87.681602)"
181,40270,Main,02/01/2001,1213.8,655.3,377.8,28407,False,False,False,False,True,False,False,False,"(42.033456, -87.679538)"
182,40840,South Boulevard,02/01/2001,841.8,383.3,233.0,19300,False,False,False,False,True,False,False,False,"(42.027612, -87.678329)"
183,40140,Skokie,02/01/2001,2545.5,0.0,0.0,50909,False,False,False,False,False,True,False,False,"(42.038951, -87.751919)"
184,40890,O'Hare Airport,02/01/2001,7844.5,5748.3,6120.8,204366,False,True,False,False,False,False,False,False,"(41.97766526, -87.90422307)"
185,40820,Rosemont,02/01/2001,5236.2,1996.3,1327.8,118020,False,True,False,False,False,False,False,False,"(41.983507, -87.859388)"
186,40230,Cumberland,02/01/2001,4760.3,1561.5,1084.8,105790,False,True,False,False,False,False,False,False,"(41.984246, -87.838028)"
187,40750,Harlem-O'Hare,02/01/2001,2706.4,1011.5,650.3,60775,False,True,False,False,False,False,False,False,"(41.98227, -87.8089)"
188,41280,Jefferson Park,02/01/2001,6661.4,2645.8,1872.0,151298,False,True,False,False,False,False,False,False,"(41.970634, -87.760892)"
189,41330,Montrose-O'Hare,02/01/2001,1958.6,690.0,489.3,43889,False,True,False,False,False,False,False,False,"(41.961539, -87.743574)"
190,40550,Irving Park-O'Hare,02/01/2001,3661.0,1587.3,1130.5,84091,False,True,False,False,False,False,False,False,"(41.952925, -87.729229)"
191,41240,Addison-O'Hare,02/01/2001,2487.2,800.8,543.5,55121,False,True,False,False,False,False,False,False,"(41.94738, -87.71906)"
192,40060,Belmont-O'Hare,02/01/2001,4606.1,2231.3,1586.5,107392,False,True,False,False,False,False,False,False,"(41.938132, -87.712359)"
193,41020,Logan Square,02/01/2001,4636.0,2252.0,1496.0,107712,False,True,False,False,False,False,False,False,"(41.929728, -87.708541)"
194,40570,California/Milwaukee,02/01/2001,2912.7,1374.0,865.3,67211,False,True,False,False,False,False,False,False,"(41.921939, -87.69689)"
195,40670,Western/Milwaukee,02/01/2001,2844.2,1254.3,773.5,64994,False,True,False,False,False,False,False,False,"(41.916157, -87.687364)"
196,40590,Damen/Milwaukee,02/01/2001,4170.4,1789.5,1266.0,95630,False,True,False,False,False,False,False,False,"(41.909744, -87.677437)"
197,40320,Division/Milwaukee,02/01/2001,4484.4,1940.3,1324.0,102745,False,True,False,False,False,False,False,False,"(41.903355, -87.666496)"
198,41410,Chicago/Milwaukee,02/01/2001,2204.9,703.5,423.5,48606,False,True,False,False,False,False,False,False,"(41.896075, -87.655214)"
199,40490,Grand/Milwaukee,02/01/2001,1152.5,479.5,292.5,26138,False,True,False,False,False,False,False,False,"(41.891189, -87.647578)"
200,40370,Washington/Dearborn,02/01/2001,8890.6,2275.5,1379.0,192430,False,True,False,False,False,False,False,False,"(41.883164, -87.62944)"
201,40790,Monroe/Dearborn,02/01/2001,5945.8,1102.3,652.3,125934,False,True,False,False,False,False,False,False,"(41.880703, -87.629378)"
202,40070,Jackson/Dearborn,02/01/2001,7392.2,1903.5,1041.3,159623,False,True,False,False,False,False,False,False,"(41.878183, -87.629296)"
203,41340,LaSalle,02/01/2001,2208.6,354.3,191.5,46354,False,True,False,False,False,False,False,False,"(41.875568, -87.631722)"
204,40430,Clinton-Forest Park,02/01/2001,2278.2,744.5,648.5,51136,False,True,False,False,False,False,False,False,"(41.875539, -87.640984)"
205,40350,UIC-Halsted,02/01/2001,4405.3,963.0,598.8,94352,False,True,False,False,False,False,False,False,"(41.875474, -87.649707)"
