,date,daytype,rides,station_id,stationname
181,2001-01-02T00:00:00.000,W,5350,40460,Merchandise Mart
182,2001-01-02T00:00:00.000,W,1681,41160,Clinton-Lake
183,2001-01-02T00:00:00.000,W,3854,40080,Sheridan
184,2001-01-02T00:00:00.000,W,218,40600,Kostner
185,2001-01-02T00:00:00.000,W,4577,41430,87th
186,2001-01-02T00:00:00.000,W,3937,41420,Addison-North Main
187,2001-01-02T00:00:00.000,W,617,40510,Garfield-South Elevated
188,2001-01-02T00:00:00.000,W,3194,41480,Western-Brown
189,2001-01-02T00:00:00.000,W,836,40970,Cicero-Forest Park
190,2001-01-02T00:00:00.000,W,813,40830,18th
191,2001-01-02T00:00:00.000,W,2950,40020,Harlem-Lake
192,2001-01-02T00:00:00.000,W,418,40740,Western-Cermak
193,2001-01-02T00:00:00.000,W,7727,40930,Midway Airport
194,2001-01-02T00:00:00.000,W,2537,40660,Armitage
195,2001-01-02T00:00:00.000,W,1116,41080,47th-South Elevated
196,2001-01-02T00:00:00.000,W,3294,40640,Madison/Wabash
197,2001-01-02T00:00:00.000,W,2891,40340,Berwyn
198,2001-01-02T00:00:00.000,W,5437,40900,Howard
199,2001-01-02T00:00:00.000,W,3519,40540,Wilson
200,2001-01-02T00:00:00.000,W,754,40420,Cicero-Cermak
201,2001-01-02T00:00:00.000,W,7757,40370,Washington/Dearborn
202,2001-01-02T00:00:00.000,W,1036,40610,Ridgeland
203,2001-01-02T00:00:00.000,W,5750,40680,Adams/Wabash
204,2001-01-02T00:00:00.000,W,3748,41170,Garfield-Dan Ryan
205,2001-01-02T00:00:00.000,W,3093,40650,North/Clybourn
206,2001-01-02T00:00:00.000,W,2409,40360,Southport
207,2001-01-02T00:00:00.000,W,3485,40710,Chicago/Franklin
208,2001-01-02T00:00:00.000,W,566,40210,Damen-Cermak
209,2001-01-02T00:00:00.000,W,3983,41380,Bryn Mawr
210,2001-01-02T00:00:00.000,W,3335,41290,Kimball
211,2001-01-02T00:00:00.000,W,1404,40580,54th/Cermak
212,2001-01-02T00:00:00.000,W,6507,40500,Washington/State
213,2001-01-02T00:00:00.000,W,702,40220,Western-Forest Park
214,2001-01-02T00:00:00.000,W,4110,40230,Cumberland
215,2001-01-02T00:00:00.000,W,337,40780,Central Park
216,2001-01-02T00:00:00.000,W,5777,40070,Jackson/Dearborn
217,2001-01-02T00:00:00.000,W,667,40980,Harlem-Forest Park
218,2001-01-02T00:00:00.000,W,3444,40550,Irving Park-O'Hare
219,2001-01-02T00:00:00.000,W,1710,41500,Montrose-Brown
220,2001-01-02T00:00:00.000,W,8712,40560,Jackson/State
221,2001-01-02T00:00:00.000,W,1230,40030,Pulaski-Lake
222,2001-01-02T00:00:00.000,W,3199,40050,Davis
223,2001-01-02T00:00:00.000,W,941,41050,Linden
224,2001-01-02T00:00:00.000,W,2040,41460,Irving Park-Brown
225,2001-01-02T00:00:00.000,W,2212,40770,Lawrence
226,2001-01-02T00:00:00.000,W,1878,40850,Library
227,2001-01-02T00:00:00.000,W,5657,40630,Clark/Division
228,2001-01-02T00:00:00.000,W,1621,41260,Austin-Lake
229,2001-01-02T00:00:00.000,W,3858,40530,Diversey
230,2001-01-02T00:00:00.000,W,2011,41030,Polk
231,2001-01-02T00:00:00.000,W,1338,41190,Jarvis
232,2001-01-02T00:00:00.000,W,6788,40730,Washington/Wells
233,2001-01-02T00:00:00.000,W,456,40300,Indiana
234,2001-01-02T00:00:00.000,W,2508,40570,California/Milwaukee
235,2001-01-02T00:00:00.000,W,674,40940,Halsted/63rd
236,2001-01-02T00:00:00.000,W,546,40520,Foster
237,2001-01-02T00:00:00.000,W,3563,40960,Pulaski-Orange
238,2001-01-02T00:00:00.000,W,2036,41000,Cermak-Chinatown
239,2001-01-02T00:00:00.000,W,2107,40140,Skokie
240,2001-01-02T00:00:00.000,W,561,40690,Dempster
241,2001-01-02T00:00:00.000,W,1272,41350,Oak Park-Lake
242,2001-01-02T00:00:00.000,W,7286,40260,State/Lake
243,2001-01-02T00:00:00.000,W,1240,40010,Austin-Forest Park
244,2001-01-02T00:00:00.000,W,3508,41300,Loyola
245,2001-01-02T00:00:00.000,W,1195,41120,35-Bronzeville-IIT
246,2001-01-02T00:00:00.000,W,1019,40480,Cicero-Lake
247,2001-01-02T00:00:00.000,W,2504,40670,Western/Milwaukee
248,2001-01-02T00:00:00.000,W,588,40440,California-Cermak
249,2001-01-02T00:00:00.000,W,619,41360,California-Lake
250,2001-01-02T00:00:00.000,W,7737,40040,Quincy/Wells
251,2001-01-02T00:00:00.000,W,1998,41240,Addison-O'Hare
252,2001-01-02T00:00:00.000,W,7790,40330,Grand/State
253,2001-01-02T00:00:00.000,W,1774,41130,Halsted-Orange
254,2001-01-02T00:00:00.000,W,2194,41210,Wellington
255,2001-01-02T00:00:00.000,W,7054,41220,Fullerton
256,2001-01-02T00:00:00.000,W,1866,41340,LaSalle
257,2001-01-02T00:00:00.000,W,640,41270,43rd
258,2001-01-02T00:00:00.000,W,398,40150,Pulaski-Cermak
259,2001-01-02T00:00:00.000,W,4775,41400,Roosevelt
260,2001-01-02T00:00:00.000,W,850,41070,Kedzie-Lake
261,2001-01-02T00:00:00.000,W,4199,41020,Logan Square
262,2001-01-02T00:00:00.000,W,2717,40760,Granville
263,2001-01-02T00:00:00.000,W,1512,41440,Addison-Brown
264,2001-01-02T00:00:00.000,W,1795,41310,Paulina
265,2001-01-02T00:00:00.000,W,9301,40890,O'Hare Airport
266,2001-01-02T00:00:00.000,W,335,41040,Kedzie-Cermak
267,2001-01-02T00:00:00.000,W,580,41140,King Drive
268,2001-01-02T00:00:00.000,W,11058,41450,Chicago/State
269,2001-01-02T00:00:00.000,W,1523,40290,Ashland/63rd
270,2001-01-02T00:00:00.000,W,1372,40810,Medical Center
271,2001-01-02T00:00:00.000,W,1156,40180,Oak Park-Forest Park
272,2001-01-02T00:00:00.000,W,13263,40380,Clark/Lake
273,2001-01-02T00:00:00.000,W,1074,40250,Kedzie-Homan-Forest Park
274,2001-01-02T00:00:00.000,W,4433,40820,Rosemont
275,2001-01-02T00:00:00.000,W,965,40870,Francisco
276,2001-01-02T00:00:00.000,W,1091,40700,Laramie
277,2001-01-02T00:00:00.000,W,1142,40170,Ashland-Lake
278,2001-01-02T00:00:00.000,W,2299,40750,Harlem-O'Hare
279,2001-01-02T00:00:00.000,W,389,40400,Noyes
280,2001-01-02T00:00:00.000,W,5812,41280,Jefferson Park
281,2001-01-02T00:00:00.000,W,1775,40350,UIC-Halsted
282,2001-01-03T00:00:00.000,W,1466,40580,54th/Cermak
283,2001-01-03T00:00:00.000,W,7781,40260,State/Lake
284,2001-01-03T00:00:00.000,W,8584,40890,O'Hare Airport
285,2001-01-03T00:00:00.000,W,4047,40100,Morse
286,2001-01-03T00:00:00.000,W,657,40510,Garfield-South Elevated
287,2001-01-03T00:00:00.000,W,6694,40240,79th
288,2001-01-03T00:00:00.000,W,2588,41150,Kedzie-Midway
289,2001-01-03T00:00:00.000,W,2004,41310,Paulina
290,2001-01-03T00:00:00.000,W,4153,40060,Belmont-O'Hare
291,2001-01-03T00:00:00.000,W,1316,40720,East 63rd-Cottage Grove
292,2001-01-03T00:00:00.000,W,812,40220,Western-Forest Park
293,2001-01-03T00:00:00.000,W,4147,40080,Sheridan
294,2001-01-03T00:00:00.000,W,613,40210,Damen-Cermak
295,2001-01-03T00:00:00.000,W,1388,40470,Racine
296,2001-01-03T00:00:00.000,W,713,41270,43rd
297,2001-01-03T00:00:00.000,W,1084,40250,Kedzie-Homan-Forest Park
298,2001-01-03T00:00:00.000,W,2601,40670,Western/Milwaukee
299,2001-01-03T00:00:00.000,W,4063,41380,Bryn Mawr
300,2001-01-03T00:00:00.000,W,4029,40320,Division/Milwaukee
301,2001-01-03T00:00:00.000,W,2878,40760,Granville
302,2001-01-03T00:00:00.000,W,12622,41660,Lake/State
303,2001-01-03T00:00:00.000,W,269,40600,Kostner
304,2001-01-03T00:00:00.000,W,457,40740,Western-Cermak
305,2001-01-03T00:00:00.000,W,1954,40800,Sedgwick
306,2001-01-03T00:00:00.000,W,1345,41190,Jarvis
307,2001-01-03T00:00:00.000,W,419,40780,Central Park
308,2001-01-03T00:00:00.000,W,3107,40020,Harlem-Lake
309,2001-01-03T00:00:00.000,W,8301,40330,Grand/State
310,2001-01-03T00:00:00.000,W,3263,40650,North/Clybourn
311,2001-01-03T00:00:00.000,W,1965,41230,47th-Dan Ryan
312,2001-01-03T00:00:00.000,W,8253,41320,Belmont-North Main
313,2001-01-03T00:00:00.000,W,3797,40710,Chicago/Franklin
314,2001-01-03T00:00:00.000,W,6149,40680,Adams/Wabash
315,2001-01-03T00:00:00.000,W,1412,40010,Austin-Forest Park
316,2001-01-03T00:00:00.000,W,1139,40270,Main
317,2001-01-03T00:00:00.000,W,1733,41160,Clinton-Lake
318,2001-01-03T00:00:00.000,W,3350,40910,63rd-Dan Ryan
319,2001-01-03T00:00:00.000,W,2843,40190,Sox-35th-Dan Ryan
320,2001-01-03T00:00:00.000,W,1216,41080,47th-South Elevated
321,2001-01-03T00:00:00.000,W,1128,40700,Laramie
322,2001-01-03T00:00:00.000,W,1222,40610,Ridgeland
323,2001-01-03T00:00:00.000,W,2569,41200,Argyle
324,2001-01-03T00:00:00.000,W,1333,41350,Oak Park-Lake
325,2001-01-03T00:00:00.000,W,2441,40770,Lawrence
326,2001-01-03T00:00:00.000,W,3977,41170,Garfield-Dan Ryan
327,2001-01-03T00:00:00.000,W,2476,40880,Thorndale
328,2001-01-03T00:00:00.000,W,641,40520,Foster
329,2001-01-03T00:00:00.000,W,2443,40750,Harlem-O'Hare
330,2001-01-03T00:00:00.000,W,6171,41280,Jefferson Park
331,2001-01-03T00:00:00.000,W,4782,41430,87th
332,2001-01-03T00:00:00.000,W,3781,41300,Loyola
333,2001-01-03T00:00:00.000,W,4211,40540,Wilson
334,2001-01-03T00:00:00.000,W,11680,41450,Chicago/State
335,2001-01-03T00:00:00.000,W,2029,41130,Halsted-Orange
336,2001-01-03T00:00:00.000,W,3480,41290,Kimball
337,2001-01-03T00:00:00.000,W,3793,40590,Damen/Milwaukee
338,2001-01-03T00:00:00.000,W,1186,41010,Rockwell
339,2001-01-03T00:00:00.000,W,993,41050,Linden
340,2001-01-03T00:00:00.000,W,9608,40560,Jackson/State
341,2001-01-03T00:00:00.000,W,12824,40450,95th/Dan Ryan
342,2001-01-03T00:00:00.000,W,842,40840,South Boulevard
343,2001-01-03T00:00:00.000,W,3272,41480,Western-Brown
344,2001-01-03T00:00:00.000,W,1786,41330,Montrose-O'Hare
345,2001-01-03T00:00:00.000,W,2095,40850,Library
346,2001-01-03T00:00:00.000,W,4436,40230,Cumberland
347,2001-01-03T00:00:00.000,W,2124,41460,Irving Park-Brown
348,2001-01-03T00:00:00.000,W,7448,40930,Midway Airport
349,2001-01-03T00:00:00.000,W,3523,40640,Madison/Wabash
350,2001-01-03T00:00:00.000,W,2114,41000,Cermak-Chinatown
351,2001-01-03T00:00:00.000,W,514,40300,Indiana
352,2001-01-03T00:00:00.000,W,2831,40660,Armitage
353,2001-01-03T00:00:00.000,W,1628,40810,Medical Center
354,2001-01-03T00:00:00.000,W,727,40980,Harlem-Forest Park
355,2001-01-03T00:00:00.000,W,6922,41090,Monroe/State
356,2001-01-03T00:00:00.000,W,3476,40050,Davis
357,2001-01-03T00:00:00.000,W,4769,40820,Rosemont
358,2001-01-03T00:00:00.000,W,2363,40140,Skokie
359,2001-01-03T00:00:00.000,W,949,40970,Cicero-Forest Park
360,2001-01-03T00:00:00.000,W,791,40420,Cicero-Cermak
361,2001-01-03T00:00:00.000,W,3922,40960,Pulaski-Orange
362,2001-01-03T00:00:00.000,W,1071,40130,51st
363,2001-01-03T00:00:00.000,W,5766,40460,Merchandise Mart
364,2001-01-03T00:00:00.000,W,628,40690,Dempster
365,2001-01-03T00:00:00.000,W,2023,41340,LaSalle
366,2001-01-03T00:00:00.000,W,881,40830,18th
367,2001-01-03T00:00:00.000,W,7321,40730,Washington/Wells
368,2001-01-03T00:00:00.000,W,1282,40180,Oak Park-Forest Park
369,2001-01-03T00:00:00.000,W,3241,40390,Forest Park
370,2001-01-03T00:00:00.000,W,1777,40120,35th/Archer
371,2001-01-03T00:00:00.000,W,4366,41020,Logan Square
372,2001-01-03T00:00:00.000,W,5814,40900,Howard
373,2001-01-03T00:00:00.000,W,4124,40530,Diversey
374,2001-01-03T00:00:00.000,W,943,41070,Kedzie-Lake
375,2001-01-03T00:00:00.000,W,1357,41120,35-Bronzeville-IIT
376,2001-01-03T00:00:00.000,W,5243,41400,Roosevelt
377,2001-01-03T00:00:00.000,W,2617,40570,California/Milwaukee
378,2001-01-03T00:00:00.000,W,1394,40030,Pulaski-Lake
379,2001-01-03T00:00:00.000,W,1403,41180,Kedzie-Brown
380,2001-01-03T00:00:00.000,W,1945,40350,UIC-Halsted
381,2001-01-03T00:00:00.000,W,1060,40920,Pulaski-Forest Park
382,2001-01-03T00:00:00.000,W,627,41140,King Drive
383,2001-01-03T00:00:00.000,W,6482,40070,Jackson/Dearborn
384,2001-01-03T00:00:00.000,W,459,40400,Noyes
385,2001-01-03T00:00:00.000,W,2409,40430,Clinton-Forest Park
386,2001-01-03T00:00:00.000,W,677,40440,California-Cermak
387,2001-01-03T00:00:00.000,W,5472,40200,Randolph/Wabash
388,2001-01-03T00:00:00.000,W,1699,41440,Addison-Brown
389,2001-01-03T00:00:00.000,W,1918,41410,Chicago/Milwaukee
390,2001-01-03T00:00:00.000,W,1235,40170,Ashland-Lake
391,2001-01-03T00:00:00.000,W,986,40870,Francisco
392,2001-01-03T00:00:00.000,W,3519,40550,Irving Park-O'Hare
393,2001-01-03T00:00:00.000,W,380,41040,Kedzie-Cermak
394,2001-01-03T00:00:00.000,W,865,41250,Central-Evanston
395,2001-01-03T00:00:00.000,W,5977,40990,69th
396,2001-01-03T00:00:00.000,W,1145,40480,Cicero-Lake
397,2001-01-03T00:00:00.000,W,3114,40340,Berwyn
398,2001-01-03T00:00:00.000,W,1871,41260,Austin-Lake
399,2001-01-03T00:00:00.000,W,8051,40040,Quincy/Wells
400,2001-01-03T00:00:00.000,W,2846,40310,Western-Orange
401,2001-01-03T00:00:00.000,W,4329,41420,Addison-North Main
402,2001-01-03T00:00:00.000,W,8257,40370,Washington/Dearborn
403,2001-01-03T00:00:00.000,W,1763,40280,Central-Lake
404,2001-01-03T00:00:00.000,W,2495,41490,Harrison
405,2001-01-03T00:00:00.000,W,660,41360,California-Lake
406,2001-01-03T00:00:00.000,W,2217,41030,Polk
407,2001-01-03T00:00:00.000,W,2095,41240,Addison-O'Hare
408,2001-01-03T00:00:00.000,W,14416,40380,Clark/Lake
409,2001-01-03T00:00:00.000,W,1091,41060,Ashland-Orange
410,2001-01-03T00:00:00.000,W,1592,40290,Ashland/63rd
411,2001-01-03T00:00:00.000,W,6012,40630,Clark/Division
412,2001-01-03T00:00:00.000,W,2449,41210,Wellington
413,2001-01-03T00:00:00.000,W,1073,40490,Grand/Milwaukee
414,2001-01-03T00:00:00.000,W,3809,40160,LaSalle/Van Buren
415,2001-01-03T00:00:00.000,W,6783,40500,Washington/State
416,2001-01-03T00:00:00.000,W,5431,40790,Monroe/Dearborn
417,2001-01-03T00:00:00.000,W,1888,41500,Montrose-Brown
418,2001-01-03T00:00:00.000,W,1905,40090,Damen-Brown
419,2001-01-03T00:00:00.000,W,681,40940,Halsted/63rd
420,2001-01-03T00:00:00.000,W,2635,40360,Southport
421,2001-01-03T00:00:00.000,W,397,40150,Pulaski-Cermak
422,2001-01-03T00:00:00.000,W,7519,41220,Fullerton
423,2001-01-04T00:00:00.000,W,1379,41180,Kedzie-Brown
424,2001-01-04T00:00:00.000,W,7227,41090,Monroe/State
425,2001-01-04T00:00:00.000,W,2074,41130,Halsted-Orange
426,2001-01-04T00:00:00.000,W,3519,41290,Kimball
427,2001-01-04T00:00:00.000,W,1389,41120,35-Bronzeville-IIT
428,2001-01-04T00:00:00.000,W,1165,41080,47th-South Elevated
429,2001-01-04T00:00:00.000,W,918,40970,Cicero-Forest Park
